country,activity,attackdate,victim,group
GB,Manufacturing,2025-10-08 14:24:28.735000,Industrial Chemicals,sinobi
,Not Found,2025-10-08 14:33:55.544000,Niess Agriculture,sinobi
US,Construction,2025-10-08 14:41:33.553000,Tibbetts Lumber,sinobi
US,Education,2025-10-08 15:18:57.451000,Dakota Boys and Girls Ranch,sinobi
US,Not Found,2025-10-08 15:31:55.262000,Lashbrook,sinobi
US,Hospitality and Tourism,2025-10-08 15:35:32.036000,Bohlsen Restaurant Group,sinobi
,Construction,2025-10-08 15:46:05.424000,Desert Plastering,sinobi
AU,Telecommunication,2025-10-08 16:12:02.622701,Telstra,shinyhunters
CA,Financial Services,2025-10-08 14:12:21.639000,Osland Financial Group,sinobi
,Education,2025-10-08 14:15:22.014000,St Catherine of Siena,sinobi
CO,Energy,2025-10-08 14:18:09.709000,Termotasajero,sinobi
US,Not Found,2025-10-08 14:28:51.805000,JB Brown & Sons,sinobi
,Not Found,2025-10-08 14:36:28.786000,Tecnomarket,sinobi
US,Not Found,2025-10-08 00:00:00.000000,Hoyer Law Group,akira
US,Technology,2025-10-08 00:00:00.000000,VIM Technologies,akira
US,Technology,2025-10-08 00:00:00.000000,Spectra Logic+DATA,qilin
US,Business Services,2025-10-08 00:00:00.000000,St Peter Law Offices,akira
US,Technology,2025-10-08 00:00:00.000000,DataStream Content Solutions,akira
US,Not Found,2025-10-08 10:00:00.000000,Chapter 13 Texas,incransom
US,Technology,2025-10-08 00:00:00.000000,Cerenade,akira
US,Business Services,2025-09-30 09:36:00.000000,Linxx Global Solutions,payoutsking
AE,Financial Services,2025-10-07 12:54:01.000000,Lux Actuaries & Consultants,medusa
CR,Not Found,2025-10-08 07:56:48.412908,Grupo Serex,dragonforce
ES,Not Found,2025-10-08 08:09:22.501422,"Cofiex Asesoría de Empresas, S.L",dragonforce
ES,Not Found,2025-10-02 00:00:00.000000,Acuna Fombona (AFOM),spacebears
US,Not Found,2025-10-08 08:15:34.481560,Mea************,kryptos
AU,Not Found,2025-10-08 08:15:31.083914,Har******,kryptos
CA,Not Found,2025-10-08 08:15:28.320055,Nor*************,kryptos
US,Manufacturing,2025-10-08 08:13:38.475703,Charter Industrial Supply,sarcoma
CH,Technology,2025-10-08 07:49:51.537419,LC Informatique Sàrl,dragonforce
DE,Hospitality and Tourism,2025-10-08 07:51:23.653602,Allgäu Stern Hotel,dragonforce
AR,Financial Services,2025-02-19 00:00:00.000000,Seguros la Cmara,thegentlemen
US,Construction,2025-10-07 21:20:28.210251,ebaengineering.com,chaos
,Not Found,2025-02-26 00:00:00.000000,www.rocketstores.com,chaos
US,Technology,2025-10-07 19:50:53.188903,indiesemi.com,chaos
AT,Manufacturing,2025-10-07 18:46:27.694033,Kronospan,nova
CA,Technology,2025-10-07 16:40:28.967715,JASCO Applied Sciences,rhysida
AT,Transportation/Logistics,2025-09-30 00:00:00.000000,www.auto-bernhard.at,qilin
FR,Financial Services,2025-10-04 00:00:00.000000,BCR Recouvrement,qilin
US,Hospitality and Tourism,2025-10-05 00:00:00.000000,California Golf Club of San Francisco,qilin
CA,Business Services,2025-10-07 15:18:34.023096,One law firm in Canada,anubis
JP,Agriculture and Food Production,2025-10-07 00:00:00.000000,"Asahi Group Holdings, Ltd.",qilin
US,Education,2025-10-07 00:00:00.000000,Massachusetts Bay Community College,qilin
US,Technology,2025-10-07 14:11:27.644518,archway.com,chaos
US,Manufacturing,2025-10-07 00:00:00.000000,J Lorber,akira
US,Manufacturing,2025-10-07 00:00:00.000000,Harbor Diesel & Equipment,akira
,Not Found,2025-10-07 11:20:29.310615,Handala RedWanted,handala
CA,Not Found,2025-10-07 00:00:00.000000,Lautrec,akira
DE,Not Found,2025-10-07 09:55:00.352890,AutohausMalin,chaos
,Not Found,2025-10-07 06:50:55.863721,Statement of Establishment Of the Grassroots Resistance Front Of Right-Seekers – Handala,handala
US,Consumer Services,2025-09-29 16:57:17,"T. Choithram And Sons, LLC",blacknevas
US,Manufacturing,2025-10-06 00:00:00.000000,Clifford Paper Inc,qilin
US,Technology,2025-08-15 00:00:00.000000,AES Clean Technology,play
US,Technology,2025-09-29 00:00:00.000000,Dataforth,play
US,Manufacturing,2025-10-06 19:30:19.390000,Rogue Valley Door,sinobi
US,Business Services,2025-10-06 19:35:01.792000,Law Offices of James Scott Farrin,sinobi
DE,Not Found,2025-10-04 00:00:00.000000,kanzlei-schramm.com,qilin
,Not Found,2025-10-06 19:45:31.034278,www.nurturecare.com/USA/192GB,kairos
US,Business Services,2024-06-05 19:14:43.138048,"Development Services Group, Inc.",qilin
US,Not Found,2025-10-06 00:00:00.000000,www.landmarkmgtinc.com,qilin
FR,Not Found,2025-10-06 00:00:00.000000,ville-saintclaude.fr,qilin
,Manufacturing,2025-10-06 00:00:00.000000,Orion Engineering,akira
US,Financial Services,2025-10-06 00:00:00.000000,"Milliman Financial Risk Management LLC (Milliman, Inc. subsidiary)",akira
US,Manufacturing,2025-10-06 00:00:00.000000,Daily Printing,akira
US,Education,2025-09-29 00:00:00.000000,Mecklenburg County Public Schools,qilin
US,Technology,2025-10-04 00:00:00.000000,mcgeorgeai.com,qilin
US,Manufacturing,2025-10-04 00:00:00.000000,kecymetals.com,qilin
HR,Not Found,2025-10-06 00:00:00.000000,Lipapromet,qilin
,Construction,2025-10-06 00:00:00.000000,Ludlow Construction,akira
DK,Agriculture and Food Production,2025-10-06 12:50:42.135447,naturmaelk.dk,devman
US,Healthcare,2025-10-06 10:32:27.000000,Centers Laboratory,worldleaks
,Not Found,2025-10-02 00:00:00.000000,Perennial,beast
US,Manufacturing,2025-10-06 00:00:00.000000,Natoli Engineering,akira
CA,Manufacturing,2025-10-06 00:00:00.000000,Saskarc,akira
,Not Found,2025-10-06 00:00:00.000000,Field and Goldberg,akira
DE,Consumer Services,2025-10-06 07:00:00.000000,CHRIST Juweliere,worldleaks
US,Consumer Services,2025-10-06 01:14:00.000000,WELLSLANDSCAPING.COM,incransom
ZA,Not Found,2025-10-02 00:00:00.000000,The Methodist Church of Southern Africa,beast
US,Healthcare,2025-10-05 20:39:00.200744,www.libertydentaltown.com,alphalocker
,Not Found,2025-10-05 20:17:31.481362,Dnc,nova
MX,Technology,2025-10-05 20:16:49.667856,SD Soluciones Digitales,nova
US,Technology,2025-09-13 00:00:00.000000,"Red Hat, Inc.",shinyhunters
BR,Manufacturing,2025-10-05 12:00:00.000000,Cobra Rolamentos e Autopeças,incransom
CA,Manufacturing,2025-10-05 12:00:00.000000,terex,incransom
US,Financial Services,2025-10-05 10:48:01.393927,S&P Global (spglobal.com),shinyhunters
VN,Not Found,2025-10-05 10:47:20.667747,CIC Vietnam,shinyhunters
PH,Transportation/Logistics,2025-10-05 09:12:07.000000,2GO Group,thegentlemen
US,Education,2025-10-05 06:44:00.000000,hillsidelibrary.org,incransom
US,Technology,2025-10-05 04:46:00.000000,stalkerradar.com,incransom
US,Not Found,2025-10-05 01:41:00.000000,ocmaine.com,incransom
DE,Technology,2025-10-04 00:00:00.000000,Rihatec.de,qilin
US,Not Found,2025-10-04 00:00:00.000000,uhlcompany.com,qilin
CA,Not Found,2025-10-04 21:18:08.959910,Mill Bay Marine Group,securotrop
CA,Financial Services,2025-10-04 00:00:00.000000,AIP Asset Management,qilin
,Not Found,2025-10-04 19:48:24.228749,KillSec 4.0,killsec
US,Manufacturing,2025-10-04 16:38:48.253087,Standard Fiber,blackshrantac
US,Healthcare,2025-10-04 16:18:20.747445,Medstar Health,rhysida
AR,Not Found,2025-09-23 00:00:00.000000,Garro Fabril,beast
,Not Found,2025-09-23 10:51:17.000000,CCMC,medusa
US,Telecommunication,2025-09-26 15:59:02.000000,Comcast,medusa
US,Healthcare,2025-09-26 15:59:49.000000,Organon,medusa
US,Healthcare,2025-09-26 16:00:34.000000,Insightin Health,medusa
IN,Financial Services,2025-09-27 18:19:10.000000,Future Generali,medusa
CA,Not Found,2025-10-03 13:02:55.000000,Leprohon,medusa
GB,Not Found,2025-10-03 13:04:58.000000,LGB,medusa
AR,Transportation/Logistics,2025-02-19 00:00:00.000000,AUSA Soluciones Logisticas,thegentlemen
US,Healthcare,2025-09-30 00:00:00.000000,Western Orthopaedics,pear
US,Business Services,2025-10-03 00:00:00.000000,Corban OneSource,qilin
CA,Technology,2025-10-03 00:00:00.000000,IONODES,qilin
NL,Agriculture and Food Production,2025-10-03 23:20:15.697043,teeuwissen.com,devman
ID,Manufacturing,2025-10-03 19:01:03.000000,Astra Otoparts / PT. Inti Ganda Perdana,thegentlemen
US,Energy,2025-09-18 00:00:00.000000,Waterborne Environmental,play
IL,Not Found,2025-10-03 19:17:13.238761,www.hameshakem.co.il,devman
SE,Consumer Services,2024-09-08 00:00:00.000000,IKEA,shinyhunters
FR,Consumer Services,2025-06-27 00:00:00.000000,Chanel,shinyhunters
US,Financial Services,2025-06-28 00:00:00.000000,TransUnion,shinyhunters
DK,Technology,2025-06-30 00:00:00.000000,Pandora.net,shinyhunters
US,Technology,2025-07-23 00:00:00.000000,Cisco,shinyhunters
US,Technology,2025-06-30 00:00:00.000000,Google Adsense,shinyhunters
FR,Transportation/Logistics,2025-07-29 00:00:00.000000,Air France & KLM,shinyhunters
US,Financial Services,2025-08-17 00:00:00.000000,1-800Accountant,shinyhunters
US,Consumer Services,2024-06-05 00:00:00.000000,Saks Fifth,shinyhunters
US,Consumer Services,2025-05-02 00:00:00.000000,CarMax,shinyhunters
AU,Transportation/Logistics,2025-06-28 00:00:00.000000,Qantas Airways,shinyhunters
SG,Not Found,2025-05-02 00:00:00.000000,TripleA (aaa.com),shinyhunters
DE,Consumer Services,2024-05-02 00:00:00.000000,Adidas,shinyhunters
FR,Consumer Services,2025-01-17 00:00:00.000000,Cartier,shinyhunters
DE,Consumer Services,2025-05-02 00:00:00.000000,Puma,shinyhunters
US,Consumer Services,2024-05-01 00:00:00.000000,Petco,shinyhunters
US,Consumer Services,2025-05-01 00:00:00.000000,Instacart,shinyhunters
US,Telecommunication,2025-05-02 00:00:00.000000,HBO Max,shinyhunters
FR,Consumer Services,2024-04-23 00:00:00.000000,"Kering (Gucci, Balenciaga, Brioni, AlexMcQ)",shinyhunters
US,Energy,2025-07-18 00:00:00.000000,Engie Resources (Plymouth),shinyhunters
US,Consumer Services,2025-07-14 00:00:00.000000,"Albertsons (Jewel Osco, etc)",shinyhunters
US,Education,2025-07-07 00:00:00.000000,Instructure.com - Canvas,shinyhunters
JP,Technology,2025-08-17 00:00:00.000000,Fujifilm,shinyhunters
US,Education,2025-07-08 00:00:00.000000,HMH (hmhco.com),shinyhunters
US,Consumer Services,2025-06-17 00:00:00.000000,"GAP, INC.",shinyhunters
JP,Consumer Services,2025-06-17 00:00:00.000000,ASICS,shinyhunters
US,Hospitality and Tourism,2025-06-26 00:00:00.000000,KFC,shinyhunters
US,Hospitality and Tourism,2025-06-27 00:00:00.000000,McDonalds,shinyhunters
NL,Manufacturing,2025-08-07 00:00:00.000000,Stellantis,shinyhunters
US,Consumer Services,2025-07-14 00:00:00.000000,Walgreens,shinyhunters
VN,Transportation/Logistics,2025-06-20 00:00:00.000000,Vietnam Airlines,shinyhunters
US,Hospitality and Tourism,2025-08-17 00:00:00.000000,Marriott,shinyhunters
US,Consumer Services,2025-09-07 00:00:00.000000,Home Depot,shinyhunters
MX,Transportation/Logistics,2025-07-04 00:00:00.000000,Aeroméxico,shinyhunters
US,Transportation/Logistics,2025-09-03 00:00:00.000000,UPS,shinyhunters
US,Business Services,2025-06-30 00:00:00.000000,Republic Services,shinyhunters
US,Consumer Services,2025-05-01 00:00:00.000000,Disney/Hulu,shinyhunters
US,Transportation/Logistics,2025-08-31 00:00:00.000000,FedEx,shinyhunters
JP,Manufacturing,2025-05-01 00:00:00.000000,Toyota Motor Corporations,shinyhunters
,Not Found,2025-10-03 00:00:00.000000,DSA,akira
GB,Construction,2025-08-14 18:24:11.000000,Capital Reinforcing LTD,radar
US,Not Found,2025-10-03 11:00:27.000000,Saint Mary's Home,worldleaks
,Not Found,2025-10-03 00:00:00.000000,Milburn,akira
CA,Manufacturing,2025-10-03 00:00:00.000000,Sobotec,akira
UY,Financial Services,2025-10-03 09:12:17.484263,Banco Hipotecario del Uruguay,crypto24
MX,Agriculture and Food Production,2025-08-23 00:00:00.000000,Supercash (Alimentos Y Bebidas Premium),spacebears
DE,Manufacturing,2025-10-03 03:03:00.000000,stockmeier-urethanes.com,incransom
US,Construction,2025-10-02 23:53:57.206788,Structural Component Systems,securotrop
GB,Manufacturing,2025-08-23 00:00:00.000000,GWP Engineering,ransomhouse
,Not Found,2025-10-02 21:18:46.359010,S*** F***.com,blackshrantac
US,Healthcare,2025-10-02 19:16:03.743000,TriMed Inc. HSIC,lynx
US,Healthcare,2025-10-02 19:16:03.743000,TriMed Inc. (Henry Schein),lynx
US,Public Sector,2025-10-02 00:00:00.000000,sagchip.org,qilin
,Not Found,2024-06-05 19:14:43.138048,Mitchell Industries,qilin
,Energy,2025-10-02 17:27:11.758930,wilsenergy.com/USA/77.1GB,kairos
US,Manufacturing,2025-08-15 00:00:00.000000,Weber Flavors,ransomhouse
,Construction,2025-10-02 00:00:00.000000,Xebec Building,akira
CA,Consumer Services,2025-10-02 15:26:40.153000,suratisweetmart.com,lynx
IL,Healthcare,2025-10-02 00:00:00.000000,Shamir Medical Center,qilin
US,Not Found,2025-10-02 00:00:00.000000,Dual Temp,akira
US,Not Found,2025-10-01 00:00:00.000000,Displayit,akira
US,Technology,2025-10-02 00:00:00.000000,Apricorn,akira
ES,Technology,2025-08-25 00:00:00.000000,Gesimde Asociados / Ausil Systems / Esnova,spacebears
,Construction,2025-10-01 20:31:39.688000,Spectrum Painting,sinobi
US,Consumer Services,2025-10-01 20:36:15.872000,Prince William Ice Center,sinobi
US,Healthcare,2025-09-13 00:00:00.000000,American Association on Health and Disability,sinobi
US,Healthcare,2025-10-01 20:59:46.466000,Judson Center,sinobi
US,Consumer Services,2025-10-01 21:03:43.156000,Karat by Lollicup,sinobi
,Education,2025-10-01 21:06:39.316000,Immaculate Heart of Mary,sinobi
US,Healthcare,2025-10-01 21:09:06.369000,Johnson Regional Medical Center,sinobi
,Not Found,2025-10-01 21:12:59.147000,AT Solution,sinobi
FR,Manufacturing,2025-10-01 21:32:59.294000,Lugand Aciers,sinobi
US,Financial Services,2025-10-01 21:36:24.740000,Integrity Wealth Consulting,sinobi
ES,Manufacturing,2025-10-01 21:39:11.068000,LASER AUTOMOTIVE VALENCIA SL,sinobi
US,Healthcare,2025-10-01 12:00:00.000000,suntreeinternalmedicine.com,incransom
US,Healthcare,2025-08-09 12:28:40.878000,Watsonville Community Hospital,sinobi
US,Not Found,2025-08-09 15:13:47.520000,The Green Labs,sinobi
US,Technology,2025-08-07 00:00:00.000000,Calsoft Systems,sinobi
US,Manufacturing,2025-08-09 12:37:21.935000,White Birch Paper,sinobi
PT,Technology,2025-10-01 19:48:45.202167,www.profimetrics.com,devman
,Not Found,2025-10-01 19:47:37.470492,e***.o*g,devman
US,Not Found,2025-09-18 18:50:11.251805,Mitrani Rynor Adamsky & Toland,qilin
,Not Found,2025-10-01 17:44:32.534579,t*t*a**o**.com,devman
,Not Found,2025-10-01 17:43:45.511140,a**h*y*in*er**t**nal.c*m,devman
CA,Business Services,2025-10-01 17:18:34.483333,Allardyce Bower Consulting,securotrop
,Public Sector,2025-08-10 00:00:00.000000,The Plainview Volunteer FD,ransomhouse
US,Technology,2025-10-01 00:00:00.000000,Dimensional Control Systems (3dcs.com),J
US,Not Found,2025-10-01 00:00:00.000000,Barr and Barr,akira
ZA,Not Found,2025-10-01 12:00:00.000000,Climatron,incransom
BR,Not Found,2025-10-01 12:53:40.078486,miraense.com,gunra
IN,Not Found,2025-10-01 12:47:05.279788,DRL Group,anubis
IN,Energy,2025-10-01 12:46:42.010695,www.adhunikpower.com,alphalocker
US,Technology,2025-08-29 00:00:00.000000,callhci.com,incransom
US,Technology,2025-10-01 11:09:00.000000,icc-nw.net,incransom
US,Manufacturing,2025-10-01 00:00:00.000000,Keystone Solutions Group,akira
US,Healthcare,2025-10-01 10:00:00.000000,Cholakyan Chiropractic,incransom
US,Not Found,2025-10-01 01:17:00.000000,LAMMCO.NET,incransom
US,Consumer Services,2025-09-05 00:00:00.000000,Smiles By Steedman,spacebears
GB,Consumer Services,2025-10-01 04:04:00.000000,idealbathrooms.ie,incransom
CA,Technology,2025-09-29 01:00:00.000000,Nacsworld.com,incransom
DE,Technology,2025-09-30 00:00:00.000000,multi-media systeme AG (mmsag.de),J
,Not Found,2025-09-30 20:41:19.143312,C Well,coinbasecartel
US,Consumer Services,2025-09-30 20:22:10.187401,Weschler's Auctioneers,securotrop
,Business Services,2025-09-23 19:17:33.224836,Greenville Legal,dragonforce
,Not Found,2025-09-30 18:51:07.549134,The L B,coinbasecartel
AU,Consumer Services,2025-09-30 18:47:26.349784,Storage King,anubis
US,Financial Services,2025-09-30 00:00:00.000000,Foremost Asset Management,qilin
US,Manufacturing,2025-09-21 00:00:00.000000,Komar Industries,play
US,Education,2025-09-27 00:00:00.000000,Rectory School,qilin
CN,Not Found,2025-06-25 12:14:46.000000,TRAUM Investment Co.,qilin
HK,Financial Services,2025-09-07 00:00:00.000000,Petraville Asset Management,qilin
US,Business Services,2025-09-30 04:00:00.000000,JW Howard Attorneys,securotrop
US,Manufacturing,2025-09-30 00:00:00.000000,Cascade Pacific Pulp,akira
US,Not Found,2025-09-30 09:36:00.000000,L****s,payoutsking
US,Transportation/Logistics,2025-09-25 00:00:00.000000,Priester Aviation,akira
,Not Found,2025-09-25 00:00:00.000000,Sinco,akira
,Not Found,2025-09-25 00:00:00.000000,Pawling,akira
US,Construction,2025-09-26 00:00:00.000000,Tom Duffy Company,akira
US,Not Found,2025-09-26 00:00:00.000000,"Midwest Industries, Inc",akira
,Consumer Services,2025-09-29 00:00:00.000000,Turf Care Store,akira
CH,Not Found,2025-09-29 00:00:00.000000,Bugnard,akira
US,Construction,2025-09-29 00:00:00.000000,Sueba USA,akira
US,Transportation/Logistics,2025-09-29 00:00:00.000000,Von Paris Moving,akira
US,Technology,2025-09-30 00:00:00.000000,Apex CoVantage,akira
,Construction,2025-09-23 00:00:00.000000,Burke Contracting,akira
US,Not Found,2025-09-25 00:00:00.000000,"MCBS, LLC",pear
CA,Manufacturing,2025-09-30 07:51:33.880676,www.wrapex.ca,devman
US,Business Services,2025-09-29 00:00:00.000000,AZpro Group (azprogroup.com),J
KR,Financial Services,2025-09-30 00:00:00.000000,Mobidic Asset Management,qilin
US,Not Found,2025-09-29 22:16:43.480000,News-Press and Gazette Co.,termite
,Construction,2025-09-23 15:17:48.467000,Dodd-group-ltd,lynx
US,Technology,2025-09-29 20:26:59,Caresoft Global caresoftglobal.com,blacknevas
ES,Hospitality and Tourism,2025-09-25 00:00:00.000000,Pangea Travel Store,qilin
FR,Education,2025-09-29 20:19:17.536779,Universite de Pau et du Pays de lAdour,nova
SA,Telecommunication,2025-09-29 16:34:50.000000,Al-Babtain Power & Telecommunication,thegentlemen
JP,Energy,2025-09-29 00:00:00.000000,Petro-Diamond (petrodiamond.com) - subsidiary of Mitsubishi Corporation,J
US,Manufacturing,2025-09-29 15:15:06.378048,Peavey Electronics Corporation,rhysida
DE,Not Found,2025-09-29 14:40:28.152851,Bader Gruppe,ciphbit
MX,Not Found,2025-08-29 15:06:00.000000,Manjarrez Impresores,incransom
UK,Construction,2025-09-29 00:00:00.000000,J. E. Stacey & Co. Ltd (jestacey.com),J
JP,Not Found,2025-09-29 00:00:00.000000,raimore.com,J
DK,Construction,2025-09-29 00:00:00.000000,Virtual Projects (virtualprojects.build),J
SG,Consumer Services,2025-09-29 13:36:22.580241,pestbusters.com.sg,devman
US,Business Services,2025-09-29 13:35:44.316631,www.braswellsvc.com,devman
GB,Hospitality and Tourism,2025-09-29 13:34:50.363178,busaba.com,devman
US,Education,2025-09-29 13:33:56.827796,www.chicagobotanic.org,devman
US,Technology,2025-09-29 13:33:03.632062,r3consulting.com,devman
US,Education,2025-09-29 13:32:09.431581,ncgllc.com,devman
,Not Found,2025-09-29 13:31:16.030733,n**u***e**.dk,devman
,Not Found,2025-09-29 13:30:36.383795,sacada.org,devman
US,Public Sector,2025-08-27 00:00:00.000000,lakehaven.org,qilin
,Public Sector,2025-09-29 12:13:05.111498,General Directorate of Taxes and Estates,blackshrantac
BR,Not Found,2025-09-29 11:19:40.174576,www.sonoshowmoveis.com.br,alphalocker
CA,Technology,2025-09-29 00:00:00.000000,phi.ca,incransom
US,Public Sector,2025-09-25 00:00:00.000000,heparks.org,qilin
,Not Found,2025-09-29 06:47:09.343745,MSB,sarcoma
US,Construction,2025-09-28 20:54:38.424000,Naftali Group,sinobi
GB,Not Found,2025-09-28 21:07:01.256000,Bignault & Carter,sinobi
US,Construction,2025-08-09 14:56:11.649000,The DM Burr Group,sinobi
US,Not Found,2025-08-09 14:20:43.134000,Belleville International,sinobi
US,Construction,2025-08-09 14:04:36.703000,WaltersMorgan Construction,sinobi
